district_name,district_type,city,normed_2019,normed_2025,normed_diff,z_sort
Shaw HD,Historic District,Washington,0.0026085120327088876,0.0025671991632133604,-4.1312869495527173e-05,-3.5174422919226345e-05
Sheridan-Kalorama HD,Historic District,Washington,0.0013465689936238217,0.0015002418096189828,0.00015367281599516108,-6.259337123992736e-05
Sixteenth St HD,Historic District,Washington,0.0027444317807388814,0.004300668622039063,0.0015562368413001818,-2.8759895258190227e-05
Skyland Town Center,Tax District,Washington,7.71545191945199e-05,0.000134275216246293,5.712069705177311e-05,-8.379390465051983e-06
Soldier's Home NHS,Historic District,Washington,1.2402079544472875e-05,2.563167958861729e-05,1.3229600044144414e-05,-3.4895756471087225e-06
Southeast Federal Center (The Yards),Tax District,Washington,0.0021772567596239005,0.0017176246885222156,-0.00045963207110168484,-2.2675354784951196e-05
Southwest BID,Business District,Washington,0.023314601413515067,0.01585992232569332,-0.007454679087821745,-0.00021259053028188646
Southwest Waterfront (The Wharf),Tax District,Washington,0.00276171419178767,0.0021488456395770644,-0.0006128685522106057,-1.2757199556290288e-05
Spingarn Campus HD,Historic District,Washington,0.00011637326566476982,0.00019186911388431604,7.549584821954622e-05,-1.554987261442875e-05
St. Elizabeth's Hospital HD,Historic District,Washington,0.00197532675454584,0.0030440088347786134,0.0010686820802327732,-0.0001523402299881127
Strivers' Section HD,Historic District,Washington,0.0008860820442088603,0.0011096571671471232,0.00022357512293826292,-1.4194100003805943e-05
T.R. Island Nat'l Mem.,Historic District,Washington,8.20096943508754e-06,5.127809849844713e-05,4.307712906335959e-05,-4.3171115748918965e-05
Takoma Park HD,Historic District,Washington,0.0012418179607167526,0.0014219391656773326,0.00018012120496058008,-4.7386425649165176e-05
Union Market,Historic District,Washington,0.0003417992997378356,0.0003444579367371973,2.658636999361679e-06,-3.935820586775662e-06
Union Market TIF Area,Tax District,Washington,0.001077748259319081,0.0009982942257257326,-7.945403359334844e-05,-1.4061701904211077e-05
Verizon Center,Tax District,Washington,0.0013812092847652804,0.0004587687424010969,-0.0009224405423641835,-2.1310474949132185e-06
Walter Reed Army Medical Center HD,Historic District,Washington,0.00029983851133990306,0.001058998120139603,0.0007591596087996998,-4.64070899397484e-05
Washington Cathedral HD,Historic District,Washington,0.0003318625422934811,0.00025374478433458364,-7.811775795889747e-05,-2.3650263756280765e-05
Washington Heights HD,Historic District,Washington,0.0020374880903559667,0.0024006079852085605,0.0003631198948525938,-1.9183805079592275e-05
Washington Monument HD,Historic District,Washington,0.0016755385559018578,0.0008491101860729495,-0.0008264283698289083,-4.308951884013368e-05
Washington Navy Yard HD,Historic District,Washington,0.0020673235190369907,0.0015730835350513846,-0.0004942399839856062,-3.2226173743765685e-05
Woodley Park HD,Historic District,Washington,0.0011838074223200904,0.0009269559110570106,-0.00025685151126307983,-2.2949266394789447e-05
temp_1,Arts District,Washington,0.002278234340336911,0.001229318346411177,-0.0010489159939257341,-1.2178928272987832e-05
temp_10,Arts District,Washington,2.7671982756430353e-07,4.7165827880146827e-07,1.9493845123716474e-07,-1.4904821910022292e-07
temp_11,Arts District,Washington,7.295340908513457e-07,5.822031878955624e-07,-1.4733090295578332e-07,-1.9428216546657495e-07
temp_12,Arts District,Washington,3.5722014103755546e-06,2.026656666725059e-06,-1.5455447436504955e-06,-6.052321168681374e-07
