district_name,district_type,city,normed_2019,normed_2025,normed_diff,z_sort
Miraloma Park Historic District,Historic District,San Francisco,1.634242584091995e-05,7.313791716031814e-05,5.6795491319398185e-05,-1.3424401004158426e-06
Miraloma Park Historic District Extension,Historic District,San Francisco,2.957748902194667e-05,0.0011054001468753254,0.0010758226578533787,-9.68357653619023e-07
Mission,Business District,San Francisco,0.0008162005919986217,0.0006072691373130578,-0.00020893145468556392,-4.043741682835389e-06
Mission Miracle Mile 19th to 20th Streets Historic District,Historic District,San Francisco,0.00047151351176231716,0.00047627264087753206,4.759129115214898e-06,-7.416360858769622e-07
Mission Miracle Mile at 17th Street Historic District,Historic District,San Francisco,0.0009553413866582852,0.001185178581104424,0.00022983719444613876,-1.8699865904636681e-06
NOPA Historic District,Historic District,San Francisco,0.0061096504268796994,0.005682576366907014,-0.0004270740599726852,-3.328924867673777e-05
New Montgomery-Mission-Second Street Conservation District,Historic District,San Francisco,0.006610971602675808,0.002570679427117059,-0.004040292175558749,-1.1118848306068685e-05
Noe & Alvarado Streets Historic District,Historic District,San Francisco,0.000246172175167097,0.0005447990878511971,0.00029862691268410014,-8.036100552999415e-06
Noe Valley,Business District,San Francisco,0.0006447202081748842,0.00046978583948164003,-0.0001749343686932442,-6.424051207432058e-06
Noe Valley Association,Business District,San Francisco,0.0014259917421261875,0.001079176253080558,-0.0003468154890456294,-7.614037713210564e-06
Normandie Terrace Historic District,Historic District,San Francisco,4.6380264886554504e-05,5.032651130367415e-05,3.946246417119646e-06,-6.293921614997089e-07
North Beach,Business District,San Francisco,0.001278334472028298,0.0038730662087989158,0.002594731736770618,-8.962240826804191e-06
North Point Historic District,Historic District,San Francisco,1.9104525983047267e-05,1.435704384777998e-05,-4.747482135267286e-06,-1.7588263290235773e-07
North Point Sewage Treatment Plant Historic District,Historic District,San Francisco,0.00014207552606067378,0.0002571355776077768,0.00011506005154710301,-3.1071126613824163e-06
Northeast Waterfront Historic District,Historic District,San Francisco,0.003345363622139867,0.004742835600703556,0.0013974719785636892,-1.2673730452661403e-05
O'Donnell-Fowler Homes Historic District,Historic District,San Francisco,8.516475438225889e-06,1.5556026096309787e-05,7.039550658083898e-06,-1.6139256331371143e-07
Ocean Avenue,Business District,San Francisco,0.004540202108621775,0.0032744358923021883,-0.0012657662163195866,-5.102063005324453e-05
Ocean Avenue Neighborhood Commercial District,Historic District,San Francisco,0.0008006637786991556,0.0009055390289857802,0.00010487525028662458,-2.478787791915238e-06
Old Ohio Street Houses Historic District,Historic District,San Francisco,7.250512873084203e-06,3.596946745589417e-06,-3.6535661274947864e-06,-5.085212251287885e-08
Olsen's Queen Anne Cottages Historic District,Historic District,San Francisco,1.0703138050743347e-05,8.669563950907826e-06,-2.0335740998355206e-06,-2.3552547645522282e-07
Orange Alley Stables and Lofts Historic District,Historic District,San Francisco,9.667350497445604e-06,0.00013093501016637031,0.00012126765966892471,-2.1074038158985786e-07
Outer Irving,Business District,San Francisco,0.0004971204818299558,0.0004324944172389053,-6.462606459105053e-05,-3.174554422002984e-06
Pacific Heights,Business District,San Francisco,0.000770913658418326,0.0003922209109421349,-0.00037869274747619105,-6.945053883100627e-06
Pacific Heights Historic District,Historic District,San Francisco,0.0013896816340078055,0.001544073934164346,0.0001543923001565404,-2.4879120701370994e-05
Pacific Islander Cultural District,Arts District,San Francisco,0.009901380940737933,0.016201570436172066,0.006300189495434132,-0.00025947685753635596
Page Street Historic District,Historic District,San Francisco,1.2199275627728977e-05,5.4046430587574314e-05,4.184715495984534e-05,-3.1967829272616655e-07
Palo Alto Avenue Historic District,Historic District,San Francisco,1.565190080538812e-05,6.2408563192705265e-06,-9.411044486117594e-06,-6.541822585859336e-07
Panhandle Historic District,Historic District,San Francisco,0.003571165308758775,0.0052784117481814476,0.0017072464394226727,-3.931165156245697e-05
Parkmerced Historic District,Historic District,San Francisco,0.012946768978692182,0.01634813833027119,0.0034013693515790085,-8.621251345175551e-05
Parkway Terrace Historic District,Historic District,San Francisco,0.0008140139293861042,0.0007778627910846447,-3.6151138301459586e-05,-9.60332454269519e-06
Picturesque Period Revival Tracts Historic District,Historic District,San Francisco,0.0015842370627688984,0.0017885587118934042,0.0002043216491245058,-1.0313447546650423e-05
Pine Street Auto Shops Historic District,Historic District,San Francisco,5.5414634101429264e-05,0.0001568053579134942,0.00010139072381206495,-3.3230662666028365e-07
Pine-Sansome Conservation District,Historic District,San Francisco,0.0005902838178737917,0.0013683308053509962,0.0007780469874772045,-1.2396189958963078e-06
Polk,Business District,San Francisco,0.0026847037943947896,0.0019362026157027476,-0.000748501178692042,-5.536944627237972e-06
Portola,Business District,San Francisco,0.0008209767234943835,0.0009420157581622061,0.00012103903466782263,-8.797303053142969e-06
Powell Street Shops Historic District,Historic District,San Francisco,9.759420502183182e-05,0.00020336583523140165,0.00010577163020956983,-3.7359859561547637e-07
Presidio Heights Historic District,Historic District,San Francisco,0.0012499654018185322,0.003485133965130368,0.0022351685633118356,-3.169085812260164e-05
Presidio Heights Historic District Extension,Historic District,San Francisco,6.237742820970854e-05,1.1129014717122811e-05,-5.1248413492585727e-05,-6.40959115116857e-07
Presidio Terrace Historic District,Historic District,San Francisco,0.00012625099399640272,0.0006485879101854695,0.0005223369161890668,-4.558990895020543e-06
Ramona Street Historic District,Historic District,San Francisco,0.0008327731928513856,0.00018524275739785498,-0.0006475304354535305,-1.052181232807925e-06
Raycliff Terrace Historic District,Historic District,San Francisco,3.579221434173313e-05,2.3979644970596115e-05,-1.1812569371137015e-05,-6.564059731317684e-07
Richmond,Business District,San Francisco,0.0009926297385770039,0.0006540909312748755,-0.00033853880730212835,-6.457445579144405e-06
Richmond Heights Historic District,Historic District,San Francisco,0.00023144097440908464,0.0003185296173594184,8.708864295033374e-05,-3.9910573832457885e-06
Rivera Heights Historic District,Historic District,San Francisco,2.9002051492336814e-05,0.0003556058376601093,0.0003266037861677725,-1.629924554436002e-06
Russell Street Historic District,Historic District,San Francisco,6.767145348211923e-05,7.073995266325853e-05,3.0684991811393003e-06,-4.388639354147017e-07
Russian Hill-Macondray Lane Historic District,Historic District,San Francisco,7.664827894403301e-05,3.7168449704423975e-05,-3.947982923960903e-05,-9.163450158666819e-07
Russian Hill-Paris Block Architectural Historic District,Historic District,San Francisco,4.488412730956888e-05,3.0112900318844734e-05,-1.4771226990724145e-05,-6.677487363049295e-07
Russian Hill-Vallejo Street Crest Historic District,Historic District,San Francisco,0.0003563109183344237,0.0004956408156614751,0.00013932989732705142,-2.688357653823914e-06
Rutledge Street Historic District,Historic District,San Francisco,4.6035002368788593e-07,1.3526979214182424e-06,8.923478977303564e-07,-1.4233773981686682e-07
SF General Hospital Historic District,Historic District,San Francisco,0.008199121640646054,0.005614787755163214,-0.00258433388548284,-1.0846261375263566e-05
SF State Teachers College Vicinity Apartments Historic District,Historic District,San Francisco,0.00025192655046319556,0.00038565725170979865,0.00013373070124660308,-1.2079731277481187e-06
Sadowa Street and Capital Avenue Historic District,Historic District,San Francisco,7.941037908616032e-06,4.691402336555086e-05,3.8972985456934824e-05,-3.1377931009046733e-07
San Francisco 1952 Firehouse Bond Act Thematic District (Discontiguous),Historic District,San Francisco,0.0007375958254539151,0.0006819442112022602,-5.565161425165495e-05,-2.3185657482827082e-06
San Francisco Cable Car Historic District,Historic District,San Francisco,0.01768446124747606,0.012435782395481989,-0.0052486788519940705,-2.840630486389273e-05
San Francisco Civic Center Historic District,Historic District,San Francisco,0.014644137059782377,0.05134360179647507,0.036699464736692694,-1.684194330664468e-05
San Francisco Civic Center National Historic Landmark District,Historic District,San Francisco,0.01988470418569231,0.04669156604374671,0.026806861858054403,-1.9036277990380768e-05
San Francisco Neighborhood Movie Theater Historic District (Discontiguous),Historic District,San Francisco,0.002258707391224612,0.0009494555967300065,-0.0013092517944946055,-2.7976257115369663e-06
San Francisco Port of Embarkation U.S. Army Historic District,Historic District,San Francisco,0.0024833006590313394,0.0006859100755627819,-0.0017973905834685576,-8.99342012417037e-06
San Francisco State Teacher's College Historic District,Historic District,San Francisco,0.001210835649805062,0.0015829793709724092,0.0003721437211673473,-3.14871294904151e-06
Sea Cliff Historic District,Historic District,San Francisco,0.0012787372782990252,0.0008100201098529056,-0.0004687171684461196,-2.743372169788927e-05
Second and Howard Streets Historic District,Historic District,San Francisco,0.002538312486862042,0.0008478649085180387,-0.0016904475783440032,-1.905277713376563e-06
"Senior Officers' Quarters Historic District, Yerba Buena Island",Historic District,San Francisco,8.804194203030818e-05,2.1673909877269564e-05,-6.636803215303861e-05,-2.757346010184847e-06
Shotwell Street Historic District,Historic District,San Francisco,0.004126232349820443,0.006489860337782505,0.002363627987962062,-8.93060450835037e-06
Showplace Square Heavy Timber and Steel-frame Brick Warehouse and Factory Historic District,Historic District,San Francisco,0.001686952661804258,0.0007723290268606609,-0.000914623634943597,-7.453536909451941e-06
Shrader Street Historic District,Historic District,San Francisco,2.3017501184394295e-06,1.792324745879171e-05,1.562149734035228e-05,-1.0880739864660427e-07
Sixth Street Lodging House Historic District,Historic District,San Francisco,0.005772616665787206,0.007162166576294661,0.0013895499105074545,-3.536231815814972e-06
SoMa LGBTQ Historic District,Historic District,San Francisco,0.0037737193191814448,0.001541798942205597,-0.0022319203769758478,-3.754505996766966e-06
SoMa Pilipinas Filipino Cultural District,Arts District,San Francisco,0.0816086655367759,0.05387011871077128,-0.02773854682600462,-0.0002550818871895899
SoMa West,Business District,San Francisco,0.023644325285398313,0.020339642465030644,-0.0033046828203676694,-0.0001361927243124228
South End Historic District,Historic District,San Francisco,0.009796823941607823,0.006114348320483343,-0.0036824756211244793,-1.718498015179648e-05
South End Historic District Addition,Historic District,San Francisco,0.0008740320637244124,0.0003775410641812892,-0.0004964909995431232,-1.6998355931718834e-06
South Mission Avenues and Alleys Historic District,Historic District,San Francisco,0.001408325809967165,0.0008895218558708051,-0.0005188039540963598,-3.7274703572620638e-06
South Park Historic District,Historic District,San Francisco,0.0017440936084945167,0.000265666797453085,-0.0014784268110414316,-2.094500359817175e-06
